Info 0    [14:29:13.712] Starting TS Server
Info 1293 [14:40:46.332] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 199 structureChanged: false structureIsReused:: Completely Elapsed: 6.551086000166833ms
Info 1294 [14:40:46.332] Different program with same set of files
Info 1295 [14:40:46.599] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1296 [14:40:46.608] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 200 structureChanged: false structureIsReused:: Completely Elapsed: 8.776669000275433ms
Info 1297 [14:40:46.608] Different program with same set of files
Info 1298 [14:40:47.098] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1299 [14:40:47.104] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 201 structureChanged: false structureIsReused:: Completely Elapsed: 6.244108999148011ms
Info 1300 [14:40:47.104] Different program with same set of files
Info 1301 [14:40:48.143] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1302 [14:40:48.146] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 202 structureChanged: false structureIsReused:: Completely Elapsed: 2.684682000428438ms
Info 1303 [14:40:48.146] Different program with same set of files
Info 1304 [14:40:48.596] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1305 [14:40:48.603] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 203 structureChanged: false structureIsReused:: Completely Elapsed: 7.389356999658048ms
Info 1306 [14:40:48.604] Different program with same set of files
Info 1307 [14:40:49.384] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1308 [14:40:49.386] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 204 structureChanged: false structureIsReused:: Completely Elapsed: 1.682048000395298ms
Info 1309 [14:40:49.386] Different program with same set of files
Info 1310 [14:40:49.386] getCompletionData: Get current token: 0.006804999895393848
Info 1311 [14:40:49.386] getCompletionData: Is inside comment: 0.0019420003518462181
Info 1312 [14:40:49.386] getCompletionData: Get previous token: 0.023618999868631363
Info 1313 [14:40:49.386] getCompletionsAtPosition: isCompletionListBlocker: 0.05727300047874451
Info 1314 [14:40:49.390] getExportInfoMap: cache miss or empty; calculating new results
Info 1315 [14:40:49.390] getExportInfoMap: done in 2.426459999755025 ms
Info 1316 [14:40:49.391] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1317 [14:40:49.391] collectAutoImports: response is complete
Info 1318 [14:40:49.391] collectAutoImports: 0.03130799997597933
Info 1319 [14:40:49.391] getCompletionData: Semantic work: 4.504399999976158
Info 1320 [14:40:49.398] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.817897000350058
Info 1321 [14:40:49.868] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1322 [14:40:49.876] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 205 structureChanged: false structureIsReused:: Completely Elapsed: 8.15552300028503ms
Info 1323 [14:40:49.876] Different program with same set of files
Info 1324 [14:40:50.221] Format host information updated
Info 1325 [14:40:50.222] getCompletionData: Get current token: 0.01557300053536892
Info 1326 [14:40:50.222] getCompletionData: Is inside comment: 0.0028019994497299194
Info 1327 [14:40:50.222] getCompletionData: Get previous token: 0.028106000274419785
Info 1328 [14:40:50.222] getCompletionsAtPosition: isCompletionListBlocker: 0.004958000034093857
Info 1329 [14:40:50.224] getCompletionData: Semantic work: 2.442179000005126
Info 1330 [14:40:50.895] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1331 [14:40:50.901] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 206 structureChanged: false structureIsReused:: Completely Elapsed: 6.055509000085294ms
Info 1332 [14:40:50.901] Different program with same set of files
Info 1333 [14:40:51.310] Format host information updated
Info 1334 [14:40:51.310] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1335 [14:40:51.312] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 207 structureChanged: false structureIsReused:: Completely Elapsed: 1.6098459996283054ms
Info 1336 [14:40:51.312] Different program with same set of files
Info 1337 [14:40:51.312] getCompletionData: Get current token: 0.01899799983948469
Info 1338 [14:40:51.312] getCompletionData: Is inside comment: 0.00454500038176775
Info 1339 [14:40:51.313] getCompletionData: Get previous token: 0.7704119998961687
Info 1340 [14:40:51.313] getCompletionsAtPosition: isCompletionListBlocker: 0.008136000484228134
Info 1341 [14:40:51.315] getCompletionData: Semantic work: 1.8771489998325706
Info 1342 [14:40:51.549] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1343 [14:40:51.557] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 208 structureChanged: false structureIsReused:: Completely Elapsed: 7.661228000186384ms
Info 1344 [14:40:51.557] Different program with same set of files
Info 1345 [14:40:51.575] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1346 [14:40:51.576] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 209 structureChanged: false structureIsReused:: Completely Elapsed: 1.6418590005487204ms
Info 1347 [14:40:51.576] Different program with same set of files
Info 1348 [14:40:51.867] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1349 [14:40:51.874] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 210 structureChanged: false structureIsReused:: Completely Elapsed: 7.341470000334084ms
Info 1350 [14:40:51.874] Different program with same set of files
Info 1351 [14:40:52.206] Format host information updated
Info 1352 [14:40:52.207] getCompletionData: Get current token: 0.13147100061178207
Info 1353 [14:40:52.207] getCompletionData: Is inside comment: 0.013265999965369701
Info 1354 [14:40:52.207] getCompletionData: Get previous token: 0.10675700008869171
Info 1355 [14:40:52.208] getCompletionsAtPosition: isCompletionListBlocker: 0.0204069996252656
Info 1356 [14:40:52.220] getCompletionData: Semantic work: 11.885912000201643
Info 1357 [14:40:52.807] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1358 [14:40:52.813] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 211 structureChanged: false structureIsReused:: Completely Elapsed: 6.04469000082463ms
Info 1359 [14:40:52.813] Different program with same set of files
Info 1360 [14:40:53.130] Format host information updated
Info 1361 [14:40:53.132] getCompletionData: Get current token: 0.06594299990683794
Info 1362 [14:40:53.132] getCompletionData: Is inside comment: 0.011267000809311867
Info 1363 [14:40:53.132] getCompletionData: Get previous token: 0.11916400026530027
Info 1364 [14:40:53.132] getCompletionsAtPosition: isCompletionListBlocker: 0.0145650003105402
Info 1365 [14:40:53.135] getCompletionData: Semantic work: 2.4979889998212457
Info 1366 [14:40:54.239] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1367 [14:40:54.245] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 212 structureChanged: false structureIsReused:: Completely Elapsed: 5.881091999821365ms
Info 1368 [14:40:54.245] Different program with same set of files
Info 1369 [14:40:54.591] Format host information updated
Info 1370 [14:40:54.592] getCompletionData: Get current token: 0.016904999502003193
Info 1371 [14:40:54.592] getCompletionData: Is inside comment: 0.004548000171780586
Info 1372 [14:40:54.592] getCompletionData: Get previous token: 0.03000700008124113
Info 1373 [14:40:54.592] getCompletionsAtPosition: isCompletionListBlocker: 0.004521999508142471
Info 1374 [14:40:54.594] getCompletionData: Semantic work: 2.133891999721527
Info 1375 [14:40:55.009] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1376 [14:40:55.015] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 213 structureChanged: false structureIsReused:: Completely Elapsed: 5.668794000521302ms
Info 1377 [14:40:55.015] Different program with same set of files
Info 1378 [14:40:55.841] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1379 [14:40:55.843] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 214 structureChanged: false structureIsReused:: Completely Elapsed: 1.9958579996600747ms
Info 1380 [14:40:55.843] Different program with same set of files
Info 1381 [14:40:55.843] getCompletionData: Get current token: 0.006958000361919403
Info 1382 [14:40:55.843] getCompletionData: Is inside comment: 0.0027459999546408653
Info 1383 [14:40:55.843] getCompletionData: Get previous token: 0.026154999621212482
Info 1384 [14:40:55.843] getCompletionsAtPosition: isCompletionListBlocker: 0.005157000385224819
Info 1385 [14:40:55.848] getExportInfoMap: cache miss or empty; calculating new results
Info 1386 [14:40:55.848] getExportInfoMap: done in 2.194734999909997 ms
Info 1387 [14:40:55.849] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1388 [14:40:55.849] collectAutoImports: response is complete
Info 1389 [14:40:55.849] collectAutoImports: 0.031082999892532825
Info 1390 [14:40:55.849] getCompletionData: Semantic work: 5.431348999962211
Info 1391 [14:40:55.854] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.471471999771893
Info 1392 [14:40:56.489] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1393 [14:40:56.498] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 215 structureChanged: false structureIsReused:: Completely Elapsed: 8.648628000169992ms
Info 1394 [14:40:56.498] Different program with same set of files
Info 1395 [14:40:57.402] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1396 [14:40:57.408] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 216 structureChanged: false structureIsReused:: Completely Elapsed: 5.696351000107825ms
Info 1397 [14:40:57.408] Different program with same set of files
Info 1398 [14:40:57.485] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1399 [14:40:57.488] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 217 structureChanged: false structureIsReused:: Completely Elapsed: 2.88939500041306ms
Info 1400 [14:40:57.488] Different program with same set of files
Info 1401 [14:40:58.265] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1402 [14:40:58.271] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 218 structureChanged: false structureIsReused:: Completely Elapsed: 5.711943999864161ms
Info 1403 [14:40:58.271] Different program with same set of files
Info 1404 [14:40:58.547] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1405 [14:40:58.549] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 219 structureChanged: false structureIsReused:: Completely Elapsed: 2.074285000562668ms
Info 1406 [14:40:58.549] Different program with same set of files
Info 1407 [14:40:58.550] getCompletionData: Get current token: 0.007095000706613064
Info 1408 [14:40:58.550] getCompletionData: Is inside comment: 0.0020719999447464943
Info 1409 [14:40:58.550] getCompletionData: Get previous token: 0.02516499999910593
Info 1410 [14:40:58.550] getCompletionsAtPosition: isCompletionListBlocker: 0.05183700006455183
Info 1411 [14:40:58.554] getExportInfoMap: cache miss or empty; calculating new results
Info 1412 [14:40:58.554] getExportInfoMap: done in 2.6883279997855425 ms
Info 1413 [14:40:58.555] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1414 [14:40:58.555] collectAutoImports: response is complete
Info 1415 [14:40:58.555] collectAutoImports: 0.030275000259280205
Info 1416 [14:40:58.555] getCompletionData: Semantic work: 4.474384999834001
Info 1417 [14:40:58.560] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.970476000569761
Info 1418 [14:40:58.684] getCompletionData: Get current token: 0.007176999934017658
Info 1419 [14:40:58.684] getCompletionData: Is inside comment: 0.0019220001995563507
Info 1420 [14:40:58.684] getCompletionData: Get previous token: 0.02535800077021122
Info 1421 [14:40:58.684] getCompletionsAtPosition: isCompletionListBlocker: 0.007547999732196331
Info 1422 [14:40:58.687] getExportInfoMap: cache miss or empty; calculating new results
Info 1423 [14:40:58.687] getExportInfoMap: done in 0.813021999783814 ms
Info 1424 [14:40:58.688] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1425 [14:40:58.688] collectAutoImports: response is complete
Info 1426 [14:40:58.688] collectAutoImports: 0.029571999795734882
Info 1427 [14:40:58.688] getCompletionData: Semantic work: 3.2613650001585484
Info 1428 [14:40:58.692] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.425637999549508
Info 1429 [14:40:58.698] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1430 [14:40:58.699] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 220 structureChanged: false structureIsReused:: Completely Elapsed: 1.6505500003695488ms
Info 1431 [14:40:58.699] Different program with same set of files
Info 1432 [14:40:58.700] getCompletionData: Get current token: 0.007006000727415085
Info 1433 [14:40:58.700] getCompletionData: Is inside comment: 0.0016620000824332237
Info 1434 [14:40:58.700] getCompletionData: Get previous token: 0.026058999821543694
Info 1435 [14:40:58.700] getCompletionsAtPosition: isCompletionListBlocker: 0.005897000432014465
Info 1436 [14:40:58.703] getExportInfoMap: cache miss or empty; calculating new results
Info 1437 [14:40:58.703] getExportInfoMap: done in 2.108254000544548 ms
Info 1438 [14:40:58.704] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1439 [14:40:58.704] collectAutoImports: response is complete
Info 1440 [14:40:58.704] collectAutoImports: 0.04367200005799532
Info 1441 [14:40:58.704] getCompletionData: Semantic work: 4.161844000220299
Info 1442 [14:40:58.709] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.751157999970019
Info 1443 [14:40:59.334] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1444 [14:40:59.340] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 221 structureChanged: false structureIsReused:: Completely Elapsed: 6.133224000222981ms
Info 1445 [14:40:59.341] Different program with same set of files
Info 1446 [14:40:59.694] Format host information updated
Info 1447 [14:40:59.695] getCompletionData: Get current token: 0.01948400028049946
Info 1448 [14:40:59.695] getCompletionData: Is inside comment: 0.0036319997161626816
Info 1449 [14:40:59.695] getCompletionData: Get previous token: 0.03175400011241436
Info 1450 [14:40:59.695] getCompletionsAtPosition: isCompletionListBlocker: 0.0060360003262758255
Info 1451 [14:40:59.698] getCompletionData: Semantic work: 3.0634440006688237
Info 1452 [14:41:01.351] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1453 [14:41:01.356] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 222 structureChanged: false structureIsReused:: Completely Elapsed: 5.290395000018179ms
Info 1454 [14:41:01.356] Different program with same set of files
Info 1455 [14:41:01.601] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1456 [14:41:01.607] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 223 structureChanged: false structureIsReused:: Completely Elapsed: 6.117221999913454ms
Info 1457 [14:41:01.608] Different program with same set of files
Info 1458 [14:41:02.405] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1459 [14:41:02.410] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 224 structureChanged: false structureIsReused:: Completely Elapsed: 5.227411000058055ms
Info 1460 [14:41:02.410] Different program with same set of files
Info 1461 [14:41:03.272] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1462 [14:41:03.278] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 225 structureChanged: false structureIsReused:: Completely Elapsed: 6.048004999756813ms
Info 1463 [14:41:03.278] Different program with same set of files
Info 1464 [14:41:04.509] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1465 [14:41:04.517] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 226 structureChanged: false structureIsReused:: Completely Elapsed: 7.645937000401318ms
Info 1466 [14:41:04.517] Different program with same set of files
Info 1467 [14:41:20.365] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1468 [14:41:20.369] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 227 structureChanged: false structureIsReused:: Completely Elapsed: 3.2038599997758865ms
Info 1469 [14:41:20.369] Different program with same set of files
Info 1470 [14:41:20.369] getCompletionData: Get current token: 0.01168300025165081
Info 1471 [14:41:20.369] getCompletionData: Is inside comment: 0.0030070003122091293
Info 1472 [14:41:20.369] getCompletionData: Get previous token: 0.032029000110924244
Info 1473 [14:41:20.369] getCompletionsAtPosition: isCompletionListBlocker: 0.08549400046467781
Info 1474 [14:41:20.373] getExportInfoMap: cache miss or empty; calculating new results
Info 1475 [14:41:20.373] getExportInfoMap: done in 1.9717320008203387 ms
Info 1476 [14:41:20.374] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1477 [14:41:20.374] collectAutoImports: response is complete
Info 1478 [14:41:20.374] collectAutoImports: 0.029426999390125275
Info 1479 [14:41:20.374] getCompletionData: Semantic work: 4.500714999623597
Info 1480 [14:41:20.378] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.398184000514448
Info 1481 [14:41:20.720] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1482 [14:41:20.727] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 228 structureChanged: false structureIsReused:: Completely Elapsed: 7.438985000364482ms
Info 1483 [14:41:20.728] Different program with same set of files
Info 1484 [14:41:23.324] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1485 [14:41:23.329] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 229 structureChanged: false structureIsReused:: Completely Elapsed: 5.5490700006484985ms
Info 1486 [14:41:23.329] Different program with same set of files
Info 1487 [14:41:24.369] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1488 [14:41:24.374] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 230 structureChanged: false structureIsReused:: Completely Elapsed: 5.163193999789655ms
Info 1489 [14:41:24.374] Different program with same set of files
Info 1490 [14:41:24.691] Format host information updated
Info 1491 [14:41:24.691] getCompletionData: Get current token: 0.01171599980443716
Info 1492 [14:41:24.691] getCompletionData: Is inside comment: 0.0038259997963905334
Info 1493 [14:41:24.691] getCompletionData: Get previous token: 0.01669899933040142
Info 1494 [14:41:24.692] getCompletionsAtPosition: isCompletionListBlocker: 0.03563100006431341
Info 1495 [14:41:24.693] getCompletionData: Semantic work: 1.8149020001292229
Info 1496 [14:41:25.279] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1497 [14:41:25.285] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 231 structureChanged: false structureIsReused:: Completely Elapsed: 5.660250000655651ms
Info 1498 [14:41:25.285] Different program with same set of files
Info 1499 [14:41:25.437] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1500 [14:41:25.440] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 232 structureChanged: false structureIsReused:: Completely Elapsed: 3.1319159995764494ms
Info 1501 [14:41:25.440] Different program with same set of files
Info 1502 [14:41:25.441] getCompletionData: Get current token: 0.010689000599086285
Info 1503 [14:41:25.441] getCompletionData: Is inside comment: 0.0035210000351071358
Info 1504 [14:41:25.441] getCompletionData: Get previous token: 0.04647700022906065
Info 1505 [14:41:25.441] getCompletionsAtPosition: isCompletionListBlocker: 0.01172999944537878
Info 1506 [14:41:25.451] getExportInfoMap: cache miss or empty; calculating new results
Info 1507 [14:41:25.453] getExportInfoMap: done in 7.2420649994164705 ms
Info 1508 [14:41:25.454] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1509 [14:41:25.454] collectAutoImports: response is complete
Info 1510 [14:41:25.454] collectAutoImports: 0.09362899977713823
Info 1511 [14:41:25.454] getCompletionData: Semantic work: 13.1228939993307
Info 1512 [14:41:25.459] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.075520000420511
Info 1513 [14:41:25.728] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1514 [14:41:25.734] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 233 structureChanged: false structureIsReused:: Completely Elapsed: 6.127499000169337ms
Info 1515 [14:41:25.734] Different program with same set of files
Info 1516 [14:41:26.017] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1517 [14:41:26.028] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 234 structureChanged: false structureIsReused:: Completely Elapsed: 10.43252700008452ms
Info 1518 [14:41:26.028] Different program with same set of files
Info 1519 [14:41:26.365] Format host information updated
Info 1520 [14:41:26.366] getCompletionData: Get current token: 0.05901200044900179
Info 1521 [14:41:26.366] getCompletionData: Is inside comment: 0.012764000333845615
Info 1522 [14:41:26.366] getCompletionData: Get previous token: 0.1273640003055334
Info 1523 [14:41:26.366] getCompletionsAtPosition: isCompletionListBlocker: 0.020557000301778316
Info 1524 [14:41:26.372] getCompletionData: Semantic work: 5.559183000586927
Info 1525 [14:41:27.027] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1526 [14:41:27.035] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 235 structureChanged: false structureIsReused:: Completely Elapsed: 7.368600000627339ms
Info 1527 [14:41:27.035] Different program with same set of files
Info 1528 [14:41:27.094] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1529 [14:41:27.097] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 236 structureChanged: false structureIsReused:: Completely Elapsed: 2.8045169999822974ms
Info 1530 [14:41:27.097] Different program with same set of files
Info 1531 [14:41:27.097] getCompletionData: Get current token: 0.007392999716103077
Info 1532 [14:41:27.098] getCompletionData: Is inside comment: 0.002191999927163124
Info 1533 [14:41:27.098] getCompletionData: Get previous token: 0.021292000077664852
Info 1534 [14:41:27.098] getCompletionsAtPosition: isCompletionListBlocker: 0.02284500002861023
Info 1535 [14:41:27.101] getExportInfoMap: cache miss or empty; calculating new results
Info 1536 [14:41:27.102] getExportInfoMap: done in 2.1157220005989075 ms
Info 1537 [14:41:27.102] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1538 [14:41:27.102] collectAutoImports: response is complete
Info 1539 [14:41:27.102] collectAutoImports: 0.0321879992261529
Info 1540 [14:41:27.102] getCompletionData: Semantic work: 4.6796699995175
Info 1541 [14:41:27.107] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.598411999642849
Info 1542 [14:41:27.644] Format host information updated
Info 1543 [14:41:27.645] getCompletionData: Get current token: 0.01822800002992153
Info 1544 [14:41:27.645] getCompletionData: Is inside comment: 0.00419900007545948
Info 1545 [14:41:27.645] getCompletionData: Get previous token: 0.023268000222742558
Info 1546 [14:41:27.645] getCompletionsAtPosition: isCompletionListBlocker: 0.021396000869572163
Info 1547 [14:41:27.648] getCompletionData: Semantic work: 2.7368559995666146
Info 1548 [15:58:06.171] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1549 [15:58:06.181] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 237 structureChanged: false structureIsReused:: Completely Elapsed: 9.281378000974655ms
Info 1550 [15:58:06.181] Different program with same set of files
Info 1551 [15:58:06.563] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1552 [15:58:06.576] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 238 structureChanged: false structureIsReused:: Completely Elapsed: 11.984779000282288ms
Info 1553 [15:58:06.576] Different program with same set of files
Info 1554 [15:58:06.880] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1555 [15:58:06.891] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 239 structureChanged: false structureIsReused:: Completely Elapsed: 10.251933999359608ms
Info 1556 [15:58:06.891] Different program with same set of files
Info 1557 [15:58:09.720] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1558 [15:58:09.727] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 240 structureChanged: false structureIsReused:: Completely Elapsed: 6.644541999325156ms
Info 1559 [15:58:09.727] Different program with same set of files
Info 1560 [15:58:09.822] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1561 [15:58:09.826] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 241 structureChanged: false structureIsReused:: Completely Elapsed: 3.37971399910748ms
Info 1562 [15:58:09.826] Different program with same set of files
Info 1563 [15:58:09.827] getCompletionData: Get current token: 0.010060999542474747
Info 1564 [15:58:09.827] getCompletionData: Is inside comment: 0.03041900135576725
Info 1565 [15:58:09.827] getCompletionData: Get previous token: 0.025081999599933624
Info 1566 [15:58:09.827] getCompletionsAtPosition: isCompletionListBlocker: 0.020089998841285706
Info 1567 [15:58:09.836] getExportInfoMap: cache miss or empty; calculating new results
Info 1568 [15:58:09.837] getExportInfoMap: done in 4.335549999028444 ms
Info 1569 [15:58:09.838] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1570 [15:58:09.838] collectAutoImports: response is complete
Info 1571 [15:58:09.838] collectAutoImports: 0.056803999468684196
Info 1572 [15:58:09.838] getCompletionData: Semantic work: 10.88573499955237
Info 1573 [15:58:09.848] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.527744000777602
Info 1574 [15:58:10.412] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1575 [15:58:10.418] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 242 structureChanged: false structureIsReused:: Completely Elapsed: 5.967823000624776ms
Info 1576 [15:58:10.418] Different program with same set of files
Info 1577 [15:58:10.903] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1578 [15:58:10.919] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 243 structureChanged: false structureIsReused:: Completely Elapsed: 16.482808001339436ms
Info 1579 [15:58:10.919] Different program with same set of files
Info 1580 [15:58:11.508] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1581 [15:58:11.514] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 244 structureChanged: false structureIsReused:: Completely Elapsed: 6.149326000362635ms
Info 1582 [15:58:11.514] Different program with same set of files
Info 1583 [15:58:11.515] getCompletionData: Get current token: 0.014994001016020775
Info 1584 [15:58:11.515] getCompletionData: Is inside comment: 0.042865000665187836
Info 1585 [15:58:11.515] getCompletionData: Get previous token: 0.045180000364780426
Info 1586 [15:58:11.515] getCompletionsAtPosition: isCompletionListBlocker: 0.005625000223517418
Info 1587 [15:58:11.515] Returning an empty list because completion was requested in an invalid position.
Info 1588 [15:58:11.540] getCompletionData: Get current token: 0.014651000499725342
Info 1589 [15:58:11.540] getCompletionData: Is inside comment: 0.03771999850869179
Info 1590 [15:58:11.540] getCompletionData: Get previous token: 0.04576499946415424
Info 1591 [15:58:11.540] getCompletionsAtPosition: isCompletionListBlocker: 0.006495999172329903
Info 1592 [15:58:11.540] Returning an empty list because completion was requested in an invalid position.
Info 1593 [15:58:11.708] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1594 [15:58:11.711] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 245 structureChanged: false structureIsReused:: Completely Elapsed: 3.6576230004429817ms
Info 1595 [15:58:11.711] Different program with same set of files
Info 1596 [15:58:11.727] getCompletionData: Get current token: 0.00505400076508522
Info 1597 [15:58:11.727] getCompletionData: Is inside comment: 0.011835001409053802
Info 1598 [15:58:11.728] getCompletionData: Get previous token: 0.014430999755859375
Info 1599 [15:58:11.728] getCompletionsAtPosition: isCompletionListBlocker: 0.0021700002253055573
Info 1600 [15:58:11.728] Returning an empty list because completion was requested in an invalid position.
Info 1601 [15:58:11.729] getCompletionData: Get current token: 0.0038350000977516174
Info 1602 [15:58:11.729] getCompletionData: Is inside comment: 0.009219000115990639
Info 1603 [15:58:11.729] getCompletionData: Get previous token: 0.012990999966859818
Info 1604 [15:58:11.729] getCompletionsAtPosition: isCompletionListBlocker: 0.0016179997473955154
Info 1605 [15:58:11.729] Returning an empty list because completion was requested in an invalid position.
Info 1606 [15:58:11.794] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
